gene_symbol|functions|functions_reference|processes|processes_reference|components|components_reference
CCL11|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737);Extracellular (GO:0005576)|10642580;8631813
CCL13|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|11342433;9195948
CCL14|Chemokine activity (GO:0008009)|8551235|Immune response (GO:0006955)|11085751|Extracellular (GO:0005576)|10978165;14718574;8551235
CCL15|Chemokine activity (GO:0008009)|9346309|Chemosensory behavior (GO:0007635);Cytokine and chemokine mediated signaling pathway (GO:0019221)|9548457;9600961|Extracellular (GO:0005576)|9600961
CCL16|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|11470772
CCL17|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|8702936;11468146
CCL18|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|11745396
CCL19|Cytokine activity (GO:0005125)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|9498785
FLG|Calcium ion binding (GO:0005509)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|12230510
LRFN1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Cell surface (GO:0009986)|16828986
LRFN2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
LRFN3|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
OR2H2|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
LRFN4|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
LRFN5|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
OR2H1|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
CCL20|Chemokine activity (GO:0008009)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576);Cytoplasm (GO:0005737)|11133838;12528183;9038201
CCL21|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|14726959
CCL22|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|11352815;12407016;12851650;14718574
CCL23|Chemokine activity (GO:0008009)|9886417;10737895|Signal transduction (GO:0007165);Regulation of cell proliferation (GO:0042127);Cell communication (GO:0007154)|9886417;9104803|Extracellular (GO:0005576)|-
CCL24|Cytokine activity (GO:0005125)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576)|14718574
CCL25|Chemokine activity (GO:0008009)|10544196|Immune response (GO:0006955)|10544196|Extracellular (GO:0005576)|9285413
CCL26|Chemokine activity (GO:0008009)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Extracellular (GO:0005576)|11748272
CCL27|Chemokine activity (GO:0008009)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576);Nucleus (GO:0005634);Cytoplasm (GO:0005737)|12133963;10559234;11821900
CCL28|Chemokine activity (GO:0008009)|10781587;10975800|Cell communication (GO:0007154);Signal transduction (GO:0007165)|10781587;10975800|Extracellular (GO:0005576)|10975800
PARP16|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PARP15|Transcription regulator activity (GO:0030528)|16061477|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|16061477|-|-
PARP14|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PARP12|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
FN1|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576);Endoplasmic reticulum (GO:0005783)|12180907;16188874;9651579
FIP1L1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PARP10|Molecular function unknown (GO:0005554)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
CUZD1|Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|11416020
PARP11|Cysteine-type peptidase activity (GO:0008234)|-|Protein metabolism (GO:0019538)|-|-|-
KLHL1|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737)|10888605
HLTF|DNA binding (GO:0003677)|9126292;7876228|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|9126292;7876228|Nucleus (GO:0005634);Nucleolus (GO:0005730)|8672239;9126292;15635413
KLHL3|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737)|10843806
KLHL4|Cytoskeletal protein binding (GO:0008092)|10888605|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737)|10888605
KLHL5|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
KLHL2|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737)|-
KLHL6|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
KLHL7|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
KLHL8|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
KLHL9|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
OR2J2|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
OR2J3|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
EEF1D|Guanyl-nucleotide exchange factor activity (GO:0005085)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Endoplasmic reticulum (GO:0005783)|8743958;12773547
EEF1G|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Nucleolus (GO:0005730);Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Plasma membrane (GO:0005886)|15635413;14519448
FVT1|Oxidoreductase activity (GO:0016491)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Extracellular (GO:0005576)|8417785
LAMA1|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|9334356;10837144
LAMA2|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576);Cytoplasm (GO:0005737);Plasma membrane (GO:0005886)|11938437;9131649;10616210
LAMA3|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|9151674
LAMA4|Cell adhesion molecule activity (GO:0005194)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576);Plasma membrane (GO:0005886)|10934193
LAMA5|Cell adhesion molecule activity (GO:0005194)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576);Plasma membrane (GO:0005886);Cytoplasm (GO:0005737)|11985661;11352943
OR2K2|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
FOS|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Endoplasmic reticulum (GO:0005783)|9443941;10918580;12127989
EEF2K|Protein serine/threonine kinase activity (GO:0004674)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737)|9144159
ARRDC1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
AUP1|Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|12534238
ARRDC3|Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
ARRDC4|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
ARRDC2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
ARRDC5|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
LAMB1|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|10407855
LAMB2|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|10454804
LAMB3|Extracellular matrix structural constituent (GO:0005201)|7774918|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|11689492
LAMB4|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PATZ1|Transcription regulator activity (GO:0030528)|10713105;11751862;10669750|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|10713105;11751862;10669750|Nucleus (GO:0005634)|11719514;11751862
CROCC|Structural molecule activity (GO:0005198)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737);Endoplasmic reticulum (GO:0005783)|12427867
OR2L2|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
OR2L3|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
ZNF705A|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
ILDR1|Receptor activity (GO:0004872)|-|Biological_process unknown (GO:0000004)|-|Plasma membrane (GO:0005886)|15381095
OR2L8|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
FAM108A1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
ROGDI|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FAM108A2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
LAMC1|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576);Plasma membrane (GO:0005886)|9755123
LAMC2|Structural molecule activity (GO:0005198)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737);Extracellular (GO:0005576);Plasma membrane (GO:0005886)|11920553;11279058
LAMC3|Structural molecule activity (GO:0005198)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576);Plasma membrane (GO:0005886)|10225960
CKS2|Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
CHRAC1|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|10880450
OR2M2|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
HLX1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|1375114;1349016
OR2M3|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
OR2M4|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
OR2M5|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
VPS13D|Transporter activity (GO:0005215)|-|Transport (GO:0006810)|-|Cytoplasm (GO:0005737)|-
VPS13C|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
VPS13B|Transporter activity (GO:0005215)|12730828|Transport (GO:0006810)|12730828|Plasma membrane (GO:0005886)|12730828
VPS13A|Transporter activity (GO:0005215)|11381254|Protein metabolism (GO:0019538);Transport (GO:0006810)|11381254|-|-
OR2M7|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
FIBCD1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FRK|Protein-tyrosine kinase activity (GO:0004713)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634)|7696183
SPDEF|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
FRY|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FAM108C1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
ROD1|RNA binding (GO:0003723)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
TMUB1|Molecular function unknown (GO:0005554)|-|Protein metabolism (GO:0019538)|-|Integral to membrane (GO:0016021)|-
TMUB2|Molecular function unknown (GO:0005554)|-|Protein metabolism (GO:0019538)|-|-|-
C21orf129|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C21orf128|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C21orf125|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C21orf123|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FST|Growth factor activity (GO:0008083)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|9799587
C21orf121|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C21orf122|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
U2AF1|RNA binding (GO:0003723)|1388271|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|1388271|Nucleoplasm (GO:0005654);Nucleus (GO:0005634);Cytoplasm (GO:0005737)|1388271;11118443
U2AF2|Spliceosomal catalysis (GO:0000385)|9731529|RNA metabolism (GO:0016070)|9731529;9512519|Nucleus (GO:0005634);Cytoplasm (GO:0005737);Nucleolus (GO:0005730)|11118443;1388271;15635413;11790298
ODAM|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FTL|Storage protein (GO:0005187)|-|Transport (GO:0006810)|-|Cytoplasm (GO:0005737)|7493028;9119260
KRTAP15-1|Structural molecule activity (GO:0005198)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
PIK3R4|Receptor signaling complex scaffold activity (GO:0030159)|-|Protein metabolism (GO:0019538)|-|-|-
PIK3R3|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
PIK3R2|Kinase regulator activity (GO:0019207)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Cytoplasm (GO:0005737)|10459020
PIK3R1|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Cytoplasm (GO:0005737)|10459020;9610355
CCDC109B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Plasma membrane (GO:0005886)|-
CCDC109A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PIK3R5|Kinase binding (GO:0019900);Protein binding (GO:0005515)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Nucleus (GO:0005634)|12507995
NADSYN1|Ligase activity (GO:0016874)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
FTO|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
GAPDHS|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cell projection (GO:0042995)|10714828
C21orf119|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C21orf114|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
TMEM176A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
TMEM176B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
ODC1|Carboxy-lyase activity (GO:0016831)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737);Plasma membrane (GO:0005886);Nucleus (GO:0005634)|10064588;10588659
OR5BF1|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|-
FUK|Molecular function unknown (GO:0005554)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
C21orf109|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FUS|Nucleocytoplasmic transporter activity (GO:0005487)|9264461|RNA localization (GO:0006403)|9264461|Nucleus (GO:0005634);Cytoplasm (GO:0005737);Nucleolus (GO:0005730)|12581738;9264461;15635413
TEGT|Molecular function unknown (GO:0005554)|-|Apoptosis (GO:0006915)|-|Integral to membrane (GO:0016021);Endoplasmic reticulum (GO:0005783)|9660918;10087504
C21orf100|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Extracellular (GO:0005576)|-
